4.142426355190187,7.293210791580195,4.0684696435928345,10.4,4.092968165874481,8.6
3.747887783140933,13.400533649570116,3.6896819174289703,15.0,3.7203093469142914,15.2
3.3114396802621995,19.411503112955824,3.218388646841049,20.4,3.277414619922638,20.4
3.1888065428530434,21.975985769344796,2.9929088354110718,21.2,3.0417387187480927,23.0
3.012514812686432,25.08152979543433,2.6702265441417694,31.0,2.762852042913437,28.8
3.0564194900729644,23.636228876371185,2.8178898096084595,28.6,2.8285631239414215,25.6
2.596271523932145,33.44203972724578,2.3785941302776337,34.6,2.442677825689316,36.8
3.257202680642006,24.095760450637414,2.9577521085739136,29.4,3.12960484623909,26.4
2.43764374945401,37.37029350726356,2.1858566999435425,43.0,2.1908900886774063,42.8
2.3194931287901097,39.386302994367036,2.0695921033620834,43.8,2.171439290046692,42.2
2.2060324004476106,42.26208123332345,1.9960130751132965,46.0,2.0101691633462906,46.8
2.096479544142411,45.16750667061962,1.8835613876581192,48.0,2.001715376973152,45.2
1.8679939649681345,50.72635635932404,1.7454267144203186,52.4,1.7913062274456024,53.2
1.7222016298375424,53.572487399940705,1.6318225115537643,53.8,1.6860360205173492,51.4
1.6629032066083067,55.01037651941891,1.5427167862653732,56.8,1.602034404873848,58.2
1.464707337849513,60.124518233026976,1.395203486084938,61.8,1.4614761769771576,61.0
1.3329459372289938,64.40853839312184,1.3094156682491302,62.8,1.3523145765066147,61.6
1.2747646265120303,65.78713311592054,1.2791190147399902,66.0,1.3449324518442154,63.6
1.2002225758340122,68.18114438185592,1.21245077252388,67.8,1.2909879982471466,64.8
1.172160563028254,68.84820634450044,1.1991124749183655,68.6,1.2716157287359238,64.0
1.180291461153618,68.75926474948118,1.2076644226908684,67.8,1.2701452001929283,63.6
1.1776563084521,68.69997035280166,1.191935159265995,69.6,1.2551889717578888,65.2
1.1753839918222473,68.89267714201009,1.1914204135537148,68.4,1.2570785731077194,63.8
1.2285286402815325,67.41031722502224,1.2476631104946136,65.2,1.316711500287056,63.4
1.24833028124407,66.71360806403794,1.2589268535375595,67.8,1.352350264787674,64.2
1.4053358009076231,61.4882893566558,1.3581529259681702,62.6,1.40028715133667,60.6
1.4767596645377823,59.43522087162763,1.429252877831459,58.4,1.4904774278402328,59.4
1.5937041970790844,56.44826563889713,1.6291504502296448,55.8,1.6384477764368057,55.6
1.9141995127167182,49.32552623777053,1.8167539089918137,52.8,1.896013543009758,46.4
2.6410068143600536,34.93181144381856,2.5398614406585693,37.0,2.5353598594665527,35.8
1.8840819772385873,49.59976282241328,1.792517215013504,51.6,1.9302236884832382,46.8
2.0061512264595214,46.627631188852654,1.7620809525251389,51.6,1.842400074005127,49.6
2.640167749888524,35.53957900978357,2.4030488431453705,37.6,2.4761553555727005,39.4
2.5911297284031365,37.84464868069968,2.1819505244493484,43.2,2.3924032151699066,40.0
2.153006715232162,43.50726356359324,1.9448326975107193,49.4,1.9992962032556534,47.6
2.6265097076858956,36.769937740883485,2.5633386075496674,38.2,2.622105598449707,36.6
2.625182896428764,36.036169581974505,2.4344469010829926,40.6,2.4652452766895294,40.4
2.3153283177958848,41.25407648977172,2.226082891225815,43.0,2.184901461005211,44.0
1.9688136187774876,47.51704713904536,1.7797612994909286,49.8,1.790787935256958,55.4
2.050156185412294,46.63504298843759,1.9287815541028976,49.2,2.078254297375679,46.6
2.2464841649430625,42.96620219389268,1.8988457769155502,48.6,1.9945995509624481,48.8
2.1072363446674074,44.36703231544619,1.8472881764173508,49.8,2.011223316192627,48.4
2.086465570034009,44.982211680996144,1.8389508575201035,51.2,2.060508295893669,44.6
2.1249921389665647,45.75303883782983,1.9595779925584793,48.2,2.0571853071451187,44.2
1.6073807528798614,56.30002964719834,1.5073375552892685,60.2,1.6289644539356232,56.2
1.73893829431579,52.66083605099318,1.5324127227067947,59.6,1.6388192921876907,54.4
1.6327602535627463,55.54402608953454,1.4826508909463882,60.0,1.5788196921348572,57.2
2.0686747920456656,46.07174621998221,1.9408104419708252,50.0,2.007861778140068,46.4
1.506742296908139,59.405573673287876,1.4907656461000443,60.2,1.5077658891677856,59.6
1.1642879521677278,67.92914319596798,1.129633605480194,68.6,1.1820177510380745,66.2
1.3186463066751923,63.52653424251408,1.1680522412061691,68.2,1.298281490802765,63.8
0.9375095443702987,73.66587607471094,0.9576605185866356,73.0,1.0776782631874084,72.0
0.9285958256766694,73.9994070560332,1.0354399606585503,68.4,1.0213348791003227,71.8
0.8161864355559597,77.48295286095464,0.9313987717032433,73.6,1.0580292120575905,68.8
0.6597868817112457,81.6335606285206,0.9057504385709763,75.2,0.9297010228037834,75.2
0.5283561779706965,86.2807589682775,0.7455055415630341,80.0,0.7668080702424049,78.0
0.4674023586850596,87.61488289356656,0.6922524571418762,81.0,0.7912967503070831,77.4
0.39199256056575416,90.2683071449748,0.6587521955370903,83.4,0.72934964671731,78.8
0.3644458802672924,91.098428698488,0.646449189633131,84.2,0.736996665596962,78.8
0.36091600725718587,90.95019270678921,0.6407249197363853,83.4,0.728985883295536,79.4
0.3616201860644806,91.26890008894159,0.6424457989633083,84.6,0.7365438640117645,78.6
0.35391220450401306,91.6098428698488,0.6405422240495682,84.4,0.7336865961551666,79.0
0.34951059216571645,91.50607767565965,0.6446777880191803,84.6,0.728480014950037,79.4
0.3626967790708723,91.24666469018678,0.6544380038976669,82.8,0.7245434299111366,80.6
0.42295753708665407,89.2306552030833,0.6931026577949524,82.8,0.7614447250962257,79.8
0.4521115855865569,88.35606285206048,0.6959786750376225,81.0,0.8064906746149063,78.6
0.6273129941162905,82.68603616958197,0.8708658143877983,74.8,0.9450497627258301,73.6
0.7678975532122698,78.82448858582863,1.0283925235271454,70.2,1.1538411602377892,68.8
1.2813010068866313,65.25348354580493,1.3753844499588013,63.2,1.4389109313488007,63.0
1.3688477029167645,62.47405870145271,1.3955121338367462,63.2,1.4869336932897568,60.6
1.626616757627912,56.47791283723688,1.5711575597524643,57.8,1.6177520751953125,60.0
