loss,predicted,real
0.0009421514114364982,0.7754563093185425,0.7886538732548523
0.006200504023581743,0.9186592698097229,0.9306912006825632
3.580050906748511e-05,1.0245161056518555,1.0347086548385902
0.00045977707486599684,1.0906989574432373,1.100483243423028
0.00011209291551494971,1.1163262128829956,1.1311677354500325
0.0002050355396931991,1.1153231859207153,1.1319225368057197
0.0005440874374471605,1.09416925907135,1.1085060284534578
0.0001237463584402576,1.0521540641784668,1.066482604132323
6.074214252294041e-05,0.99465012550354,1.0108960084850147
6.679420039290562e-06,0.9301133155822754,0.9461510713609083
0.0004316534614190459,0.8610314130783081,0.8759976155828538
9.632676665205508e-05,0.7836958169937134,0.8035613946827986
6.15194730926305e-05,0.701707661151886,0.7312926088452241
0.0002726827806327492,0.6272076368331909,0.6609381047390888
0.0008457141811959445,0.5664047598838806,0.5937134784240928
2.456909555803577e-07,0.5107808709144592,0.5306628288025393
0.0015776404179632664,0.45920437574386597,0.47793110164897856
0.0005170292570255697,0.4583386778831482,0.47888274032214917
0.0006070720264688134,0.5283437371253967,0.5510987229711011
0.00045483154826797545,0.662552535533905,0.6862146779185466
0.0001920695067383349,0.8434305191040039,0.8600992375871778
8.48250201670453e-05,0.9914073944091797,0.9801814887797268
8.701395159960157e-09,0.9432790279388428,0.9294643367680149
9.037512791110203e-05,0.8209272623062134,0.8102265459730641
5.9983605751767755e-05,0.6969926357269287,0.692568555056742
0.0027186539955437183,0.6052236557006836,0.5979931022220935
0.0009942137403413653,0.548525333404541,0.5384205912937924
8.842183160595596e-05,0.532798707485199,0.5326598396932312
8.661298488732427e-05,0.6245278716087341,0.6086500850778951
1.4872071574245638e-08,0.7568739652633667,0.7633253216049481
3.651805309345946e-05,0.9179208278656006,0.9314596785235814
0.00015451112994924188,1.0415749549865723,1.0604401201583757
3.3577834983589128e-06,1.1231424808502197,1.1398262428228523
9.176985622616485e-05,1.161189317703247,1.17608317552018
0.00020616197434719652,1.1641939878463745,1.1783319798626968
9.188408876070753e-05,1.1409540176391602,1.1549283516159923
0.00029161066049709916,1.0982089042663574,1.115114798358854
2.4051865921137505e-07,1.0654747486114502,1.08364459875833
0.001155662233941257,1.0711088180541992,1.0873503219080796
0.0014172029914334416,1.137433648109436,1.144054019939678
0.001078192493878305,1.240128517150879,1.2378746769737798
0.0009666709811426699,1.2456804513931274,1.2212763035212415
0.0005080047412775457,1.2766942977905273,1.2702197013091368
0.0006323606939986348,1.3493099212646484,1.333090762858169
0.0013257339596748352,1.3533377647399902,1.343128266539255
0.0015634911833330989,1.3167747259140015,1.3136769851935173
0.001086440053768456,1.2584521770477295,1.266306710337784
0.0006332662887871265,1.2114194631576538,1.2261067654910072
0.001436895807273686,1.218846321105957,1.2243134582845683
0.0006807703175581992,1.2933467626571655,1.282435613877132
0.000542198249604553,1.3232985734939575,1.3173524583173153
0.00017181380826514214,1.1714398860931396,1.1633256498883908
0.00023901204986032099,0.9899832010269165,0.9701480359478732
1.5198029359453358e-06,0.8253167867660522,0.800205667015263
9.749324817676097e-05,0.6842437982559204,0.6635225315725388
8.472294575767592e-05,0.57194983959198,0.5629760315680362
8.681946201249957e-05,0.5187809467315674,0.5053933327583171
0.00048209590022452176,0.4967697262763977,0.48694353039546323
0.00011041682591894642,0.4790157973766327,0.4684207994989531
0.0005935897352173924,0.4069952964782715,0.41202365062940416
0.00020779811893589795,0.3304743468761444,0.340026053257953
0.0003425842151045799,0.2766183912754059,0.285037345179617
0.00025388444191776216,0.2183200716972351,0.2347953453269776
0.0012226206017658114,0.17432212829589844,0.19083540583006858
0.0005979659617878497,0.14069101214408875,0.15531025746170712
0.00013219245010986924,0.11515498161315918,0.12809028984313872
3.717727304319851e-05,0.09704539179801941,0.10959660602956146
0.0004256264946889132,0.08636903762817383,0.0998712414115032
0.0005372795858420432,0.07491692900657654,0.09238987939058088
0.0004398003511596471,0.060846418142318726,0.07967359149252701
0.00021444576850626618,0.05210161209106445,0.06740404978413582
0.00030500523280352354,0.07171839475631714,0.08259897094528607
6.382870924426243e-05,0.2836720049381256,0.3117576471866724
0.00017731997650116682,0.5536240935325623,0.5637985287185978
5.6367076467722654e-05,0.6932410597801208,0.7162830011435681
0.00042778608622029424,0.7835124731063843,0.7982095465585
0.00025089786504395306,0.8270008563995361,0.840724034904304
0.0002351775619899854,0.8505210876464844,0.8673561786021806
0.0005941213457845151,0.8587489128112793,0.8812530418062413
4.800003080163151e-05,0.8446711301803589,0.8698118743957148
0.000353602139512077,0.8099641799926758,0.8318599203176513
0.0005031584878452122,0.7566470503807068,0.7795028743083808
0.00045786963892169297,0.6839776635169983,0.717520437577054
0.0006482968456111848,0.6078559160232544,0.650350512393662
0.0003858735435642302,0.5394196510314941,0.5824045128996124
0.00024441638379357755,0.48302486538887024,0.5171597262569454
0.0002407253923593089,0.43301960825920105,0.45756642341738085
0.0004986682324670255,0.3813975155353546,0.40600163529850597
0.0006684288964606822,0.33229750394821167,0.3617572599950371
0.0009604875231161714,0.290932834148407,0.32127524459304047
0.0009286106214858592,0.2548615038394928,0.28398181558808666
