loss,predicted,real
0.0005093974759802222,0.23503966629505157,0.2602250408485838
0.0005809395806863904,0.30488067865371704,0.33288309145702316
0.00041116008651442826,0.4689517021179199,0.4918184132798787
0.0006036520935595036,0.657045841217041,0.6792638871799372
0.0006300455424934626,0.8453832864761353,0.8572645337735334
0.00044221614371053874,1.0012316703796387,1.007918432416433
0.0005599057767540216,1.1210395097732544,1.1284161256739118
0.0008100409177131951,1.2097159624099731,1.2223873881588156
0.00039167923387140036,1.2857234477996826,1.299699344060941
0.0004464905650820583,1.3503836393356323,1.360822085360331
0.0006452166708186269,1.389617919921875,1.3969776843668962
0.0003823713050223887,1.394765853881836,1.4038628626238014
0.0003432287776377052,1.3739371299743652,1.3831178598502847
0.0002101331192534417,1.332175612449646,1.3394422476856012
0.0002922053972724825,1.270411491394043,1.2784162401256043
1.7934462448465638e-07,1.189103126525879,1.20575941998958
3.4840548323700204e-05,1.1065783500671387,1.1270081755199732
7.978478242876008e-05,1.0216991901397705,1.046309442784743
2.5324052330688573e-05,0.9416699409484863,0.9655576518941162
2.371803748246748e-05,0.8632982969284058,0.8860388477341375
0.0001873539440566674,0.7878273725509644,0.8129210945236269
5.377697743824683e-05,0.7630837559700012,0.7834901118662799
1.794658055587206e-05,0.8094583749771118,0.8235188971704399
5.00515743624419e-05,0.9083361625671387,0.9302634076831005
8.981615451375546e-07,1.0460560321807861,1.0669374158675475
8.268131932709366e-05,1.0627286434173584,1.0408481440830064
3.112745616817847e-08,0.9037227630615234,0.8787397031230999
0.00021684756211470813,0.7256011366844177,0.7158141356992032
0.00017279024177696556,0.5776602029800415,0.5772524954006175
0.00012055800470989197,0.47269484400749207,0.46391911213925563
2.602605718493578e-06,0.3681424856185913,0.3724929233261898
4.60073670183192e-06,0.2855396270751953,0.29924336981657135
1.8500841179047711e-06,0.22570794820785522,0.24100234009256033
2.536606370995287e-05,0.18191036581993103,0.19556946947399273
2.5160265977319796e-06,0.1526673138141632,0.16252912008782217
5.553158189286478e-05,0.13299477100372314,0.14608957303587272
0.0001617465604795143,0.15294218063354492,0.16381205302543472
0.0001098888460546732,0.24329589307308197,0.2594774541498743
0.00024755552294664085,0.4391861855983734,0.4596664070558238
0.0006393888033926487,0.6636199355125427,0.686085947313179
6.799954280722886e-05,0.8445587754249573,0.8664047445766406
0.0003205291577614844,0.9860764741897583,1.0026884646749044
3.9034489418554585e-07,1.1110336780548096,1.1218560451649429
6.754614150850102e-05,1.1719547510147095,1.1899718058759612
0.00013789966760668904,1.0529297590255737,1.0533498851450651
2.2423489554057596e-06,0.9843998551368713,0.9789272155777509
0.00017740570183377713,1.1043184995651245,1.1033799159695252
3.6984903999837115e-05,1.1526085138320923,1.1683342279640236
0.00015679406351409853,1.152199625968933,1.1655566858457336
7.133455073926598e-05,1.1038917303085327,1.118012809682732
0.0003462123277131468,1.0227773189544678,1.043407414236765
0.0001499064383096993,0.9322283864021301,0.9544232792717281
1.4921210095053539e-05,0.8378739356994629,0.8599395594536813
3.74364826711826e-05,0.7387422919273376,0.7661794353525284
0.0007651521009393036,0.6479988098144531,0.6779551963171512
5.685194537363714e-06,0.5751897096633911,0.60079998626807
0.0006525927456095815,0.5218665599822998,0.5461648102246294
2.3966584194567986e-05,0.5132264494895935,0.5407228298367024
0.0002602605673018843,0.5919811725616455,0.6164446723539345
